Country,PWT_Code,WDI_Code,pop75,pop09,gpop,k1975,k2009,kpw1975,kpw2009,hc1975,hc2009,rgdpwk1975,rgdpwk2009,rgdpch1950,rgdpch1955,rgdpch1960,rgdpch1965,rgdpch1970,rgdpch1975,rgdpch1980,rgdpch1985,rgdpch1990,rgdpch1995,rgdpch2000,rgdpch2005,rgdpch2006,rgdpch2007,rgdpch2008,rgdpch2009,gy7509,prodgrowth,ki1975,ki2009,meanki,natsav09,grodomsav75,grodomsav09,govsp75,govsp09,privcap75,privcap09,fdi75,fdi09,imports75,imports09,trade75,trade09,openfrac,tradetax09,martax09,migration10,labfor75,labfor09,labpop75,labpop09,indgdp75,indgdp09,agrigdp75,agrigdp09,aggdpperagworker09,percemployagr10,natcap00,mindep09,endep09,fordep09,co2emm07,tfr75,tfr09,infmor09,malaria94,malariaecology,calories07,lifeex75,lifeex09,agedep75,agedep09,avgsch75,avgsch2010,secsch09,collegeadultpop2010,compcollegeadultpop2010,avgyrsfemaleed,testscores09,intuser09,tele09,cells09,comp05,gini75,gini09,topincsh09,botincsh09,laborshare,ethnicfractionalization,rulelaw2009,corrcon09,polrights10,instability,soccapability,thrift,obedience,perseverance,faith,techvstrad,trust,work,wellbeing,africa,asia,westerneurope,latitude,area,popden60,A__missing_values
Sao Tome and Principe,STP,STP,81607,172000,2.192880689,,1090650718,,17867.12091,,,,5004.18157,,,,,1116.28,1230.011,1524.514,1241.232,1031.728,1014.644,1013.666,1415.124,1458.616,1522.489,1596.395,1680.512,0.917868813,,11.30608,60.17257,30.11454,52.90939,,,,,,2.991464753,,3.936541124,,,,,,,,-7000,,57761.30621,,33.58215477,,,,,,57.5757576,,0,0,1.011109619,0.813514594,6.535,3.718,52,,,2662,57.50734146,65.75453659,103.6250031,80.6203529,,,50.06473,,,,,16.40502596,4.792479494,39.32290867,,,50.6,56.46198913,5.166515766,,,-0.728836397,-0.396749811,2,-0.215974589,,,,,,,,,,1,,,1,,,52
Saudi Arabia,SAU,SAU,7204820,25300000,3.69427691,,1.75102E+12,,205188.8902,1.776325,2.61542,,63776.16632,,,,,,,,,17252.01,16158.03,17243.9,19665.46,20039.59,20459.13,22008.82,21589.18,,,,51.95598,,41.88649,68.83595168,37.13236025,14.60772072,24.72947732,-17.31954532,-3.123722611,4.008050844,2.794129544,21.84689834,42.74967994,95.56590919,96.49675969,,,,150000,,8564425.953,,33.85148598,72.22521088,50.61137274,0.933585876,2.939343876,7406.672371,5.0864894,1272,0,28.85657405,0,16.59161339,7.313,3.04,18.2,9.317830205,0.001441,3133,56.28090244,73.42682927,89.72791732,54.60327641,3.5348,7.7775,96.80705,13.7,8.8,7.1581,,38.59620103,16.42701577,176.693235,376.22,,,,,,0.18000001,0.123459471,0.146464316,7,0.367349021,,31.5,66.6,40.2,70.6,,53,4.4,78.36666667,,1,,23.933451,1912761,,27
Senegal,SEN,SEN,4989168,12000000,2.581286728,9585000000,42820122002,4620.631009,8275.649442,1.542129,2.054268,2971.212044,3312.87304,,,1421.403,1349.444,1276.411,1235.368,1133.066,1127.633,1125.047,1166.696,1323.205,1464.733,1455.973,1495.26,1502.962,1492.058,0.555257275,-0.813490115,12.36508,28.16979,17.17332,5.959246,13.02776911,7.97279571,16.84103504,,1.444206553,,1.008022782,1.618666468,35.0361371,43.96713068,66.4716872,68.00705707,,,,-100000,2074392,5404582.604,41.57791439,45.03818837,,21.70309423,,,101.449975,70.2511469,,0.25405673,0.008314505,0,0.460259128,7.56,4.74,50.7,100,18.4156,2318,44.69846341,55.88870732,90.8200237,85.04941869,2.1201,4.451,,3.6,2.3,3.3581,,7.364083372,2.224213569,55.06116531,21.44,,39.19,45.88,6.22,,0.69388402,-0.308362645,-0.528762848,3,0.146667361,-0.51999998,,,,,,,,,1,,,14.45408,211298.5,,22
Serbia,SRB,SER,7431015,7379000,-0.020659793,,1.41468E+11,,,2.151433,2.78436,,,,,,,,,,,,,,7292.61,7714.605,8240.43,8733.473,8527.581,,,,21.31909,,6.19195,,,,,,,,4.469916375,,,,,0,4.525657921,,0,,,,,,,,,,,84,,,,,,,,,0.004401,2703,,,,,5.9114,9.5538,,11.8,7.7,9.2307,442.5,,,,48.12,32,,,,,,-0.411278824,-0.188161505,2,0.500476879,,35.2,44.3,49.6,25.2,54.1,15.3,3.6,60.06666667,,,,,88010.47,0.16598959,63
Seychelles,SYC,SYC,59626,87000,1.1112247,474700000,5832919274,16759.48463,,,,,,,,3677.19,3504.814,5129.145,6621.575,9811.184,10013.2,13037,14500.72,17502.66,22595.29,24156.94,26676.85,25745.48,23805.29,3.763454611,,15.64253,34.60533,21.83469,16.69664,,15.92274288,,12.2063776,,31.89906245,9.580959389,32.52322436,,127.5910408,,246.8941813,,10.80405614,,,28324.26,,,,,19.70722572,,2.010686958,333.6870515,74.1176471,,0,0,0,7.325242262,,2.3,11.1,,,2426,,73.69390244,,,,,105.03648,,,,,38.64863293,25.08750967,104.9242181,189.36,46,65.77,29.35,10.83,,,0.075406945,0.325770729,3,-0.711425419,,,,,,,,,,1,,,-4.583333,,,45
Sierra Leone,SLE,SLE,3030320,5132000,1.54949183,,8900679752,,4614.177682,1.193978,1.551887,2401.520121,2092.277602,,,,854.1537,982.2055,975.7495,1028.71,1010.611,1045.955,874.7764,529.556,744.1558,797.172,830.606,854.9676,872.9327,-0.327492445,,10.29693,41.37284,11.24957,14.79963,12.05511172,2.279700928,10.33975265,13.76419776,,4.116182531,1.486746064,3.825919217,34.47126985,28.53107067,59.57977156,44.21276817,0,14.35299292,,60000,1231234,2141154.984,40.63049447,41.72164817,20.81742451,22.09331702,38.01631378,51.35556158,,60.0582591,0,0.411081408,0,1.690141548,0.241995425,5.858,5.165,122.8,100,21.838289,2128,38.8742439,47.91660976,76.4324869,82.59763406,0.753,2.8794,,1.3,0.9,2.0304,,0.26156545,0.575795084,20.36348469,,,42.52,49.29,6.09,,0.81909001,-0.97413204,-0.978212795,3,0.399491183,,,,,,,,,,1,,,8.5422449,69097.91,,23
Singapore,SGP,SGP,2262600,4658000,2.123739932,76720000000,7.18027E+11,83489.89502,284655.8557,1.9827,2.717813,25130.71456,81699.78009,,,4299.915,4695.694,6808.495,10206.38,14354.48,17386.36,22987.87,31371.69,38291.48,41875.77,44852.02,48234.15,50005.98,47373.36,4.514844207,1.646657188,47.80692,34.48303,41.55313,49.08722,29.43109987,,10.58228601,,4.439651935,-10.60776113,5.146129211,9.223841573,,,,,1,,,500000,918913.6,2700926.62,40.61317069,57.98468484,33.69087121,26.26476375,,,33244.93541,0.0620219,,0,0,0,11.80024234,2.079,1.22,2.3,0,,,69.89268293,81.29268293,58.60107949,35.27208157,3.8615,8.8267,,18.8,12.3,8.3409,552,73.34990777,37.14010747,133.3707595,620.91,41,,,,0.52999997,0.385674,1.611491679,2.261122587,5,-1.149382867,,43.8,46.9,39.9,30.1,,16.9,3.2,74.46666667,,1,,1.366667,,,20
Slovak Republic,SVK,SVK,4729718,5389468,0.384062051,,2.49229E+11,,91837.02896,2.600777,2.908283,,37780.13298,,,,,,,,,11983.44,10555.62,12445.34,15643.92,16939.92,18681.11,19992.85,19125.11,,,,16.93156,,23.56865,,33.38723477,,19.62893998,,-1.84182891,,-0.035842959,,103.7420932,,203.2032904,0.257142857,0.000150727,,20000,,2728263.778,,50.62213521,,34.52768212,,2.609663997,36180,7.0769,,0,0.023312858,0.305455029,6.846938424,2.56,1.41135,5.8,0,0.000952,2885,70.21463415,74.9097561,55.62440435,37.88589977,9.8663,11.5629,,12.4,6.5,11.5809,493.5,74.99959396,18.8566922,101.4684516,358.08,,,,,,0.253896,0.654220569,0.324546518,1,-0.886363478,,41.3,26.6,27.5,30.9,62.7,20.8,3.8,58.03333333,,,,48.785381,47843.81,28.666666,33
Slovenia,SVN,SVN,1722000,2006000,0.448989069,,1.63048E+11,,160156.2329,2.182415,2.741852,,48217.89401,,,,,,,,,15469.47,15428.05,19102.98,23276.73,24723.09,26606.31,27616.48,24925.14,,,,27.32344,,23.3574,,24.97800475,,20.21728726,,11.73635486,,-1.193948377,,57.39427235,,116.3100141,0.257142857,0.155957601,,22000,,1036955.924,,51.69271805,,,,,36180.22174,0.6419753,,0,0.062237902,0.149378929,7.480063148,2.196,1.53305,2.3,0,0.001691,3220,70.03902439,78.97073171,53.11628725,42.91354681,6.2221,9.0264,,12.7,8.3,8.3404,506.5,63.55148512,50.61414684,102.7991803,403.9,,31.15,39.43,8.22,,0.22164799,1.1125057,1.056499981,1,-0.868999482,,40.9,31.7,63.9,16.5,60.3,18.1,3.5,62.76666667,,,,46.127899,20440.81,,32
Solomon Islands,SLB,SLB,193000,485924,2.715770718,,1695071014,,15263.06202,,,6649.9095,8148.202218,,,,,1359.943,1358.612,1735.31,1777.855,1599.646,1787.92,1331.544,1427.424,1544.576,1597.881,2092.236,2004.999,1.144646975,,25.64805,12.21259,19.4122,-4.190668,,,,,10.52677513,17.45647671,10.52677513,17.91058229,,46.93549933,,80.4811065,,,,0,39430.93,119569.5821,20.43053368,24.60664262,,6.058069193,,38.94106253,,67.7238806,,0,0,10.88625057,0.397109827,7.236,3.783,29.6,,9.712101,2434,57.03002439,66.67441463,105.0742522,72.8892311,,,,,,,,1.911424585,1.567368159,5.734273754,46.05,,,,,,,-0.671715124,-0.368429962,4,-0.348724577,,,,,,,,,,,,,,,,45
Somalia,SOM,SOM,4127771,9613000,2.486408227,,11519842438,,3093.081682,,,2588.295311,1252.138717,,,,,914.3754,993.22,755.9732,637.6932,691.7272,490.0546,462.3924,454.3058,456.7887,455.2882,456.1443,460.9025,-2.258134313,,12.85966,18.59266,18.06834,19.436,8.107618332,,20.31374359,,,,1.658577199,,26.88163376,,39.34474945,,,,,-250000,1583971,3538470.358,38.37351927,36.80922041,12.50745392,,54.17245483,,,65.5946148,3400,,,,0.068810908,7.061,6.351,108.5,100,9.8196163,1762,41.48795122,50.06758537,95.25706455,90.87654679,,,,,,,,1.160610542,1.094915606,7.018409035,6.28,,,,,,,-2.532006934,-1.733629455,7,3.311712709,,,,,,,,,,1,,,6.04322,639620.6,,47
South Africa,ZAF,ZAF,25800000,49100000,1.892601597,3.768E+11,9.3939E+11,53901.36137,50061.46288,1.917109,2.576645,20666.3789,19767.7522,3186.514,3524.26,3849.709,4626.14,5281.004,5599.585,6126.382,5561.159,5389.467,5382.746,5893.558,6960.813,7295.554,7673.227,7866.707,7588.59,0.89398034,-0.63804331,32.06076,24.61656,22.64185,15.73288,28.27654365,18.57594565,14.77509722,20.97613105,0,5.489216409,0.508728753,1.876078783,30.15774164,28.14898436,57.84869761,55.44125508,0.257142857,2.747453919,,700001,6990547,18848868.87,27.09514341,38.38873497,41.17646912,31.12746064,7.661725634,3.026918674,881.8430348,9.7659035,4374,2.196474918,2.813922013,0.340682702,8.976318559,5.251,2.505,43.1,2.269900031,0.91399503,2703,54.59080488,51.62463415,82.18777687,53.84731556,4.665,8.2056,93.87288,8.1,0.6,8.0672,,8.962462604,8.758691934,94.15218729,84.58,,57.77,62.65,3.06,0.62,0.7517429,0.056244327,0.102688487,2,-0.019270835,0.62,36.9,46.8,32.9,56.2,51.6,18.8,4.1,69.1,1,,,-29.0511,1226429,,2
Spain,ESP,ESP,35600000,46300000,0.772930362,1.152E+12,3.93845E+12,84087.59124,170419.2104,2.041667,2.968375,38780.87299,55775.13392,3786.403,5164.553,6294.546,9335.49,11980.47,14924.1,15518.27,16048.76,19966.59,21226.89,25626.46,27986.46,28621.47,29136.95,28961.16,27633.98,1.811967115,-0.357544572,25.88301,24.66008,23.86176,22.63158,25.67119073,22.32866639,11.18879721,21.19410056,0.381750694,4.918444568,0.612547366,0.441799952,16.29774268,25.59346849,28.98951524,49.03101457,1,,,1750000,13700000,22939492.64,38.48314607,49.54534048,39.92253924,26.16824439,9.705685863,2.656775879,10159.87206,4.4243882,817,0.003529058,0.015189674,0,7.998533477,2.788,1.39728,3.5,0,0.12517899,3721,73.31878049,81.52682927,61.02031964,46.77735392,4.3,10.3503,,25,16.5,10.2275,485.5,61.18160339,43.64304275,110.9522195,276.51,37.110001,34.6612,42.00280287,6.969745695,0.67000002,0.41646299,1.133324457,1.01072148,1,0.179800946,,19.1,37.2,29.8,11.3,44.7,20,3,68.53333333,,,1,40.401642,485472.7,0.14246871,3
Sri Lanka,LKA,LKA,13800000,20900000,1.220825196,50200000000,2.06735E+11,9332.168114,24095.01791,2.169636,2.496548,3060.821792,10116.76583,789.4933,834.4199,765.1182,869.3572,1123.578,1193.109,1451.512,1731.306,1896.482,2309.638,2849.298,3322.889,3538.888,3739.439,3938.763,4034.654,3.583406009,2.311073449,31.87269,26.92848,27.89306,22.45363,8.108514881,18.02517469,9.331376754,17.64837303,0.282313,5.351940909,0.003764173,0.962382217,34.95879896,27.87070072,62.44873387,49.23531917,0.457142857,,,-300000,5379243,8335101.356,38.98002174,39.88086773,26.42948857,29.7224194,30.35304144,12.59642058,411.5923681,43.2729054,0,0,0,0.500338343,0.614878161,3.782,2.308,12.7,70.12473941,0.050864,2392,65.3747561,74.25863415,70.27404691,46.47323614,6.0903,8.2135,,2.1,1.3,8.0686,,8.748038606,16.92300295,69.42331134,27.22,35.299999,40.26,47.79,6.94,0.77999997,0.41499999,-0.074976101,-0.360777563,4,1.328276942,,,,,,,,,,,1,,7.5741978,61956.17,,12
St. Kitts & Nevis,KNA,KNA,45170,39800,-0.372253639,,2413836354,,,,,,,,,,,2032.643,2609.761,3770.438,4590.95,6705.428,8486.874,10008.87,12694.32,13207.85,13429.69,13896.5,12754.13,4.666460278,,30.25176,39.50876,38.52234,16.81816,,6.071418862,,19.57969714,,22.32042853,,24.51078616,,68.7335182,,103.906696,,,,,,,,,,22.44072536,,2.752140878,736,21.1538,3516,0,0,,5.10663676,,,13.2,,,,,,,,,,96.25789,,,,,34.27881354,41.33621632,167.3612661,234.12,,,,,,,0.747035774,1.105886839,1,-1.174156913,,,,,,,,,,,,,17.33333,,1.527495,59
St. Lucia,LCA,LCA,112424,160000,1.037930522,,6318609571,,85011.74973,,,,26211.53331,,,,,4602.562,5077.68,6574.347,6439.831,9170.911,9417.574,10637.25,11764.37,12116.6,12682.84,13064.71,13096.5,2.786736925,,13.24889,26.2606,23.21356,13.0284,,3.351568098,,21.97491512,,16.2205492,,16.54202629,,69.32565306,,118.3167367,,,,-1000,,79943.43464,,49.96464665,,18.2248092,,4.862815187,795,2.9942,2228,0,0,,2.263636256,,1.997,18.8,,,2744,,,106.3450919,49.38532946,,,95.82104,,,,,83.03706855,23.82449133,102.2709872,160.07,,,,,,,0.839379291,1.265383389,1,-0.749771129,,,,,,,,,,,,,13.88333,,,50
St.Vincent & Grenadines,VCT,VCT,92245,104700,0.37250305,,2171630081,,42034.22151,,,,14324.203,,,,,1644.02,1536.668,1943.056,2364.205,3466.761,3767.593,4311.139,5119.555,5828.342,6771.617,7344.278,7372.561,4.612202058,,22.99829,29.3188,28.10188,0.1923078,,-3.12678778,,19.96910716,,18.23064532,,18.92518231,,71.69427529,,105.5073164,,,,-5000,,53888.31312,,51.46925799,,24.50431692,,7.465186728,1265,20.1835,,0,0,0,1.848722536,4.973,2.102,11.2,,0.28119099,2806,62.9752439,71.85931707,112.2634805,50.77519915,,,109.14856,,,,,69.59133405,21.07793314,110.9011162,135.1,,,,,,,0.88112173,1.105886839,,-0.897537316,,,,,,,,,,,,,13.25,,,47
Sudan,SDN,SDN,16100000,42800000,2.875643619,,1.2152E+11,,8915.447828,1.274204,1.733963,4598.85585,6957.572482,,,,,1438.847,1478.01,1451.399,1060.556,1175.848,1307.976,1773.396,1875.36,1954.377,2065.847,2131.589,2188.427,1.15437186,,7.362598,21.51035,8.433506,19.22488,10.02441311,19.40960248,13.03441715,13.85316636,,4.863316331,0.027093009,4.905160031,22.70453644,20.83253048,34.79814148,35.88421823,,,,135000,5174322,13462263.72,32.13864596,31.4538872,13.98596668,26.0113592,40.57144928,29.69010392,285.8902715,51.5350065,15866,0.040103356,11.10837779,0,0.284730009,6.574,4.058,69.3,98.02402854,20.196671,2266,47.97470732,58.48346341,90.7532854,74.59205037,0.6985,3.1373,37.9734,2.6,1.7,2.3291,,9.935552565,0.876275521,36.28817455,89.7,,,,,,0.71471202,-1.343808843,-1.243900918,7,2.646985656,,,,,,,,,,1,,,13.76948,2507269,,26
Suriname,SUR,SUR,362730,481000,0.830025042,,27904776115,,156328.6323,,,28477.319,26561.95824,,,,,7107.264,7690.104,8693.166,9810.303,8738.716,6924.575,6527.523,9289.499,9457.754,10179.73,10497.14,10651.14,0.958037121,,23.08267,68.53731,35.03682,80.13083,33.76344086,,20.75268817,,,,0.222645158,,68.92473118,,132.1505376,,,,,-5000,97952.74,192877.2831,27.00431175,40.09922726,40.7245982,,7.913375102,,1155.858271,16.7938931,1267,,,,4.774142478,4.735,2.373,23.6,18.93433034,1.605971,2468,64.63426829,69.22168293,106.2556233,54.53015595,,,,,,,,31.36183476,16.11324893,146.9796437,45.72,,,,,,,-0.126184569,-0.331613818,2,-0.177540594,,,,,,,,,,,,,4.100801,149500.3,,46
Swaziland,SWZ,SWZ,520864,1337000,2.772631194,,9440387430,,18302.51802,1.709343,2.386048,6744.868649,10058.95097,,,,,1222.498,2204.954,2228.967,2467.352,3080.103,3084.767,3174.033,3315.996,3379.722,3455.41,3442.615,3439.25,1.307490522,,18.68629,10.45335,23.30237,-1.856702,34.61538462,0.215535544,17.26078799,27.02497502,5.018709,5.82661988,5.018709,2.189468899,56.89493433,76.47462737,129.8311445,136.2647903,,,,-6000,170274.8,457132.8822,32.69083676,34.19094108,32.91925466,49.38265633,32.91925466,7.340860591,468.0266316,28.7853577,7950,0,0,0.057720668,0.922842559,6.817,3.45,52,10.37715003,3.7234781,2307,50.93665854,46.32146341,102.9785396,74.49280271,2.8547,7.1224,,3.7,3.1,7.4407,,7.595346922,3.713280717,55.36163978,32.15,,50.68,55.9,4.45,,0.058200002,-0.633029836,-0.268559333,7,-0.023618274,,,,,,,,,,1,,,-26.652281,17183.7,,22
Sweden,SWE,SWE,8192567,9060000,0.296005413,3.967E+11,7.66305E+11,96069.90072,156428.7161,2.744991,3.170154,42294.19893,63450.54145,10294.62,11744.07,13322.57,16404.08,19142.85,21317.47,22415.81,24112.13,26584.36,26510.97,30646.69,34856.35,36226.57,37367.22,37239.02,35224.61,1.477111946,0.43265027,21.56605,17.31476,17.98204,22.89968,26.15725297,23.43512005,24.19276535,27.78926783,0.312327929,10.37655718,0.104322488,2.841323258,27.69796003,41.63446484,55.77365795,90.13684676,1,,,150000,4129285,5029664.985,50.40282246,55.51506606,36.3347251,25.12353852,6.231665969,1.743503883,23835.63241,2.5395459,5943,0.221802721,0,0,5.37899269,1.779,1.9354,2.3,0,0,3116,74.98463415,81.35121951,55.77195596,52.82059535,8.5345,11.615,,25.3,16.7,11.7907,494.5,90.27920831,55.32177977,122.832175,763.01,27.308599,25,36.63463552,9.119416208,0.76999998,0.059993699,1.927146127,2.229615075,1,-1.10030043,,38.3,15.6,48.7,6.1,50.6,68,2.6,77.16666667,,,1,62.745541,433618.7,,3
Switzerland,CHE,CHE,6403500,7604000,0.505381496,5.259E+11,1.02873E+12,166970.5622,238844.8113,2.754032,2.782675,53197.93924,68798.8522,13662.03,16241.25,18955.18,22069.62,25963.87,26166.2,29776.21,31229.03,34956.14,33568.12,36415.73,37568.61,38816.8,39911.44,40562.51,39621.2,1.220281844,0.385110159,23.09596,23.2686,25.78221,29.31549,28.9440734,30.67059689,9.423919578,11.33029219,,-6.995637957,,5.608224954,26.21986857,40.73822664,56.35638506,92.41887358,1,,,100000,3149657,4379137.081,49.18649176,57.58991427,,26.81479968,,1.179862094,,4.9901251,8725,0,0,0,5.027428922,1.598,1.4964,4,0,2.00E-06,3421,74.66560976,82.04390244,53.85229139,47.68302064,9.1921,10.2632,,18.4,12.2,9.6174,525.5,70.88192507,60.14615905,119.7102585,864.58,,33.682,41.32999153,7.554921007,0.75999999,0.53140002,1.75068049,2.010729098,1,-1.213648285,,23.4,18.5,72.5,12.6,,53.9,3,78,,,1,46.83931,41452.37,,10
Syria,SYR,SYR,7415548,21800000,3.171562037,25140000000,1.43255E+11,14318.70801,20061.44369,1.581666,2.081976,11597.76426,12628.00763,,,1600.011,1996.888,1826.89,2745.949,3102.618,3029.823,2571.972,3272.55,3485.518,3850.036,4008.339,3957.456,3919.391,4002.143,1.107950685,-0.619211531,18.95328,22.82063,17.6675,37.21825,14.12100683,14.47876082,21.08560032,13.51242972,,,0.002050687,2.747739337,34.63150887,35.71732438,56.50850022,69.60176338,,,,800000,1755745,6908985.166,23.67653746,31.6925925,,33.72802609,,21.0018579,1534.23271,20.0222173,,0.136640506,10.02284294,0,3.477413459,7.513,3.1426,14.2,37.62379885,0.059944,3049,59.32853659,74.4164878,104.879467,61.82548724,1.9612,4.8803,74.74314,3.6,2.3,4.4822,,18.65613125,18.35324292,45.97449626,42.01,,35.78,43.93,7.68,,0.539922,-0.466699726,,7,0.683168977,0.56999999,,,,,,,,,,1,,34.932529,193961.3,,22
Taiwan,TWN,TWN,16000000,23000000,1.067369099,1.127E+11,1.59483E+12,19276.1605,,2.384451,3.134994,,,,1537.837,1826.396,2465.619,3501.496,4885.884,7368.363,9319.948,13660.52,18487.45,23227.95,26999.76,28867.25,30920.47,29647.54,28694.18,5.206894363,,23.85846,17.95849,23.50337,27.76974,,,,,,,,,,,,,1,,,,5846600,,,,,,,,,,,,,,,,,,0,1.5435261,,,,,,5.4517,11.0295,,35,10.6,10.5296,,,,,,31.200001,,,,,,0.927366952,0.57262332,1,-0.542248728,1.05,68.2,16.5,33.6,8.9,,24.2,,73.13333333,,1,,23.64485,32920.32,0.2471149,55
Tajikistan,TJK,TJK,3448869,7349000,2.225052642,,13521764112,,4353.588606,2.468293,2.869509,,4683.827552,,,,,,,,,,969.6663,1060.865,1523.252,1531.098,1763.719,1956.67,1872.639,,,,6.959644,,-22.70251,,-21.27330156,,28.34462784,,0.319325174,,0.317776407,,56.34229569,,69.75305269,0.114285714,,,-200000,,2938200.405,,39.9809553,,23.67238718,,22.42072326,217.5021857,27.434629,,0,0.177216542,0,1.073485847,6.402,3.35,51.8,0,0.020919999,2127,61.29631707,67.01363415,100.3143816,68.26377349,6.3153,9.8162,,5.9,3.8,9.9631,,10.0687219,4.171327646,70.48105333,,,33.6,41.86578976,7.801169491,,0.51071799,-1.216439591,-1.106840714,6,1.001855488,,,,,,,,,,,1,,38.51173,146659.2,,43
Tanzania,TZA,TZA,16100000,41000000,2.749272926,18760000000,89992885423,2381.861087,4490.014518,1.440538,2.035949,1355.938814,2280.00911,,,481.379,557.3975,622.7651,663.3315,674.7265,606.9654,663.3538,641.795,719.3427,940.9462,983.6617,1039.487,1135.058,1189.046,1.716563878,0.228619162,19.20337,22.53418,20.32921,18.98907,,17.88371586,,19.77577586,,1.954228315,,1.940007343,,35.15211807,,58.37999297,0.142857143,,,-300000,7876194,21381882.11,48.92045963,52.15093198,,24.27947908,,28.79202556,,73.2815,3936,2.278022644,0.246969404,0,0.146289404,6.751,5.52,68.4,100,6.3701291,2017,48.66585366,56.29039024,95.88030989,91.57408767,2.2282,5.1099,27.40876,0.7,0.5,4.4607,,1.545529646,0.395349227,39.94024928,7.39,44,37.58,44.83,6.8,,0.73529601,-0.438751105,-0.418443721,4,-0.082915831,,53.5,76.1,56.7,75.1,58,8.1,4.4,83.5,1,,,-6.3960829,944552.2,,15
Thailand,THA,THA,42300000,65900000,1.303974575,2.174E+11,1.69935E+12,10815.9204,45174.92916,1.733454,2.430812,3927.788597,13278.85801,1014.169,738.5612,961.4429,1174.661,1576.08,1866.396,2442.541,3028.766,4455.123,6162.252,5762.345,7110.566,7438.895,7753.307,7857.059,7794.253,4.204051084,1.518184126,35.52033,22.25921,35.20445,32.24181,22.12334381,32.36776851,10.31981578,13.288475,0.584240054,-1.927495764,0.575337977,1.886584903,22.9805166,57.84836546,41.34517319,126.2159162,1,4.558256348,,300000,20100000,38681132.99,47.5177305,58.69671167,25.78305314,43.31209192,26.87108476,11.62962263,486.7273092,41.1159542,,0.00711319,2.990416327,0.174897373,4.139845411,4.487,1.822,12,55.67566156,6.5420508,2529,62.21239024,69.05397561,85.85112292,41.36860985,3.3586,6.5583,75.62803,9.1,8.9,6.2014,422,25.8048071,10.3653807,122.5679705,58.34,41.740002,53.57,58.58,3.86,,0.63382399,-0.133679771,-0.231697355,5,1.10518032,0.5,58.7,54.7,46.9,30,,41.5,,,,1,,15.07886,506001.2,0.1131552,5
Timor-Leste,TLS,TLS,676582,1132000,1.513787078,,2695136708,,6093.179185,,,,2951.896528,,,,,,,,,,,1132.593,919.6702,902.49,1088.458,956.9174,1155.055,,,,18.8658,,-49.92777,,,,,,,,,,,,,,,,10000,,442943.1207,,39.12925095,,,,,,79.5900939,915,,,,0.172157637,5.147,6.378,48.1,,,2016,35.13397561,61.57919512,80.89991929,92.11519526,,,51.23882,,,,,,,,,,31.93,41.27,8.95,,,-1.247561715,-0.9856937,,0.483246442,,,,,,,,,,,,,,,0.5157004,69
Togo,TGO,TGO,2203646,6405000,3.138134335,6333000000,10961017484,7440.797896,3826.891618,1.356343,2.117104,3447.651453,1588.690316,,,765.2272,1056.473,1239.425,1331.593,1335.626,966.1453,1051.172,884.9092,838.7289,737.8449,752.1581,742.9993,730.3943,734.1295,-1.751311192,-2.499939874,35.37903,17.54279,22.13627,-5.461847,17.37712712,,21.70808838,,0.94863314,,0.844321289,1.756014346,53.69498837,,97.10270688,,,18.29286239,,-5430,851118.4,2959733.184,38.62319084,46.20972965,26.530613,,26.6061986,,,53.4070796,,1.30197549,0,2.299798521,0.208773438,7.276,4.166,64.3,100,25.081421,2146,52.13636585,62.87117073,94.56585332,76.74949908,1.0224,5.2664,,2.5,1.6,3.2851,,5.383605296,2.700157873,33.04822325,30.11,,34.41,47.06302608,5.435982853,,0.70992798,-0.895152887,-1.079790221,5,0.213374306,,,,,,,,,,,1,,8.5543289,60296.58,,26
Tonga,TON,TON,89200,105000,0.479645031,,1971263919,,46459.33619,2.476072,2.907565,,19683.22636,,,,,2742.251,2800.859,3465.307,5135.134,5322.503,6121.869,6485.206,7822.864,7966.484,7586.091,7797.155,7875.624,3.040724305,,27.43431,25.40659,21.15736,-19.22644,-1.895495797,-19.25161354,12.99295423,19.66751063,0,,,4.705961347,70.81808414,58.49142271,112.1479531,71.65341503,,,,-9000,,42012.44781,,40.01185506,10.36579853,18.4853858,50.11159068,19.64246532,1412.452102,26.9230769,30977,0,0,0.041442907,1.706401723,5.426,3.928,16.6,,,,66.32339024,72.01387805,99.63917416,76.33520463,6.7227,10.4578,,7.7,5,10.2405,,8.07948676,29.81715352,50.97771408,49.03,,,,,,,-0.028035765,-0.702775151,5,-0.20095839,,,,,,,,,,,,,,,0.28246269,35
